Animal Name;Animal Type;Skin;Age;
BRUNO;DOG;GRAY;5;
*THEON;CAT;BLACK;1;
DEWEY;DOG;TAN;10;
"*DEAD*PUKA ""BEAR""";DOG;BLACK;13;
STORM;DOG;BLACK;2;
KIZZY;DOG;WHITE;13;
*SASSY;DOG;TAN;14;
CAILLOU;DOG;BROWN;4;
BABYBELLA;DOG;YELLOW;6;
*SHOOTER;DOG;BLACK;1;
*COSTELLO;DOG;WHITE;7;
*ABBOTT;DOG;TRICOLOR;9;
*BOOTSIE;CAT;BLACK;0;
JACKSON;DOG;BLACK;13;
DOLLY P;CAT;CALICO;1;
OLE;CAT;BRN TABBY;25;
BLUE;CAT;SNOWSHOE;5;
MAKOTA;DOG;BLACK;6;
*SHELBY;CAT;TORTIE;4;
MAX;DOG;WHITE;13;
*AVATAR;CAT;ORANGE;3;
*OLIVER;CAT;LILAC PT;1;
MINA;DOG;RED;5;
*LOL;CAT;ORG TABBY;5;
*JASMINE;CAT;GRAY TABBY;5;
*KITTIE;CAT;TORTIE DIL;4;
*KNIGHT;CAT;SEAL PT;5;
*ATTICUS;CAT;BLACK;9;
PENNY;DOG;TAN;8;
*BIRDIE;DOG;BROWN;3;
*NEBULA;CAT;GRAY;3;
*MISTY;CAT;BLACK;1;
*DRAX;CAT;GRAY TABBY;3;
*DON JUAN;CAT;GRAY;1;
*CONCHITA;CAT;WHITE;3;
*DONTE;CAT;BRN TABBY;1;
*MOLLIE;DOG;TAN;3;
ARLO;DOG;BLACK;11;
A632382*QUEEN;CAT;GRAY TABBY;5;
*LOVE;BIRD;GRAY;1;
INDIANA;DOG;BLACK;1;
*HONEY BUNS;DOG;BROWN;12;
PETEY;DOG;WHITE;7;
*SLATER;CAT;GRAY TABBY;0;
*ALEXIE;CAT;BRN TABBY;9;
*COCONUT;CAT;CHOC PT;1;
*PUGSLY;CAT;BLACK;3;
TIGER;CAT;GRAY TABBY;9;
*DARCY;DOG;GRAY;10;
*GUMBIE;CAT;TORTIE;1;
SWEETIE PIE;CAT;TORTIE;12;
*PETAL;DOG;BLACK;0;
*RAVEN;DOG;BLACK;2;
PENNY;DOG;GRAY;10;
COYOTE PUP;WILD;TAN;4;
*BROWN SUGAR;CAT;GRAY TABBY;5;
ALLISTAIR;DOG;TAN;12;
*BOLT;CAT;BLACK;5;
STUBBY;CAT;BLACK;8;
GINGER;DOG;BROWN;13;
*JOSIE;CAT;BLACK;5;
*MERTYLE;CAT;BRN TABBY;1;
CHONG;DOG;TAN;18;
*BRICK;DOG;BLACK;10;
*COCONUT;CAT;BLACK;3;
*DOOGIE;DOG;TAN;0;
*SQUIL;CAT;ORANGE;0;
*LUNA LOVEGOOD;CAT;BLACK;3;
*PING;RABBIT;WHITE;2;
*LURTZ;CAT;WHITE;9;
*PB;RABBIT;BROWN;2;
*POWDER;DOG;WHITE;1;
MOCHA;CAT;WHITE;2;
THELMA;CAT;BRN TABBY;1;
SHADOW;CAT;GRAY;2;
*CAKE POP;CAT;BLACK;10;
EMMA;DOG;FAWN;14;
*COOKIE?;CAT;GRAY TABBY;5;
LIEUTENANT DANIELLE;CAT;WHITE;0;
*ELBY;CAT;BLK TABBY;2;
MR. BLU;DOG;FAWN;7;
ROXY;DOG;BR BRINDLE;9;
*HOPTART;RABBIT;TRICOLOR;1;
ZEUS;DOG;BLACK;6;
NYLAH;DOG;BROWN;2;
*NEMO;CAT;ORANGE;1;
LUNA;DOG;WHITE;3;
*GEORGE;CAT;GRAY;4;
*ROCKET;DOG;WHITE;3;
*KIT2;CAT;BLACK;0;
KYO;DOG;TAN;6;
*LIL G;CAT;GRAY;2;
*CORDUROY;DOG;BROWN;4;
CHARLIE;DOG;BROWN;11;
KING;DOG;BROWN;1;
RILEY;DOG;BROWN;13;
SAMMY;CAT;WHITE;4;
A635647*JAGUAR;CAT;BRN TABBY;4;
*DAISY;CAT;TORTIE;0;
KATY;CAT;BLACK;6;
BABY 1;DOG;BROWN;5;
*MAYA;DOG;TRICOLOR;1;
*PENNY;CAT;TRICOLOR;4;
*PARCHEESI;CAT;BLACK;3;
POCOHONTAS;CAT;WHITE;6;
TOGA;CAT;BRN TABBY;1;
BANX;DOG;WHITE;7;
*OZZY;DOG;BLACK;12;
LUCKY;DOG;TRICOLOR;4;
*CHARLIE;DOG;WHITE;4;
MERCY;CAT;ORG TABBY;16;
AUSTIN;DOG;BROWN;7;
FLICK;DOG;WHITE;8;
*TARTER SAUCE;CAT;ORG TABBY;6;
*JERRY;DOG;WHITE;1;
*CHARLIE;CAT;BLACK;0;
*JOHN BOY;CAT;WHITE;4;
*TOBLERONE;CAT;GRAY TABBY;0;
*NAUGHTICAL;CAT;BRN TABBY;3;
ROCKY;DOG;TAN;9;
*TORTIE MCSHORTIE;CAT;TORTIE DIL;3;
AMBER;DOG;TAN;5;
*CASPIAN;DOG;BROWN;2;
RAD;DOG;WHITE;3;
*MARGARITA;CAT;ORG TABBY;0;
*IRIS;DOG;CREAM;1;
*GWINN;CAT;BRN TABBY;6;
*MOOCH;CAT;BRN TABBY;0;
MORENA;DOG;BLACK;11;
*CRANBERRY SAUCE;CAT;CALICO DIL;0;
THOR;DOG;BLACK;4;
DIXIE;DOG;BROWN;6;
HARLEY;DOG;GRAY;4;
*OLAF;CAT;WHITE;1;
FAITH;DOG;BLACK;12;
WHITEY;CAT;WHITE;1;
SIMBA;DOG;WHITE;8;
NELLIE;CAT;GRAY;2;
CISCO;CAT;BLACK;4;
*PLUTO;CAT;BLACK;1;
BEAR;DOG;BR BRINDLE;11;
*SAMUEL;DOG;GOLD;15;
BEAR;DOG;BR BRINDLE;11;
KAYLA;DOG;BROWN;9;
A614776*DAYTON;CAT;ORG TABBY;8;
BLEU;CAT;BLACK;4;
*COOKIES AND CREAM;CAT;BLACK;3;
*CARDIGAN;CAT;BLACK;7;
PRETTY BABY;CAT;TORTIE;4;
*COBWEB;CAT;TRICOLOR;1;
*PORFIRIO;CAT;BRN TABBY;1;
*ZANE;DOG;WHITE;0;
*FABLE;DOG;WHITE;5;
DUKE;DOG;BLACK;7;
*ROZ;CAT;BLACK;0;
*CELIA;CAT;BLACK;0;
NOVA;DOG;WHITE;5;
TIMOTHY;DOG;GRAY;4;
MARSHAL MATHERS 4TH;DOG;TAN;4;
*EASTWOOD;DOG;TAN;2;
*PAISLEY;CAT;BLACK;3;
*SPARROW;CAT;BRN TABBY;3;
GOLIATH;DOG;WHITE;2;
*COPPER;CAT;BRN TABBY;3;
BEAN;DOG;WHITE;8;
*PIPER;DOG;BLACK;3;
KARMA;CAT;BLACK;4;
DARMA;CAT;WHITE;4;
PUPPY;DOG;BROWN;10;
MILO;DOG;WHEAT;14;
CHARLOTTE;CAT;TAN;5;
LYCHEE;CAT;WHITE;2;
*ROCKET POP;CAT;TORTIE;3;
PLEKLEY;CAT;BLACK;7;
ROCKY;DOG;TAN;10;
OLIVE;CAT;WHITE;16;
PIXIE DIXIE;CAT;BRN TABBY;4;
*DANNY;CAT;BLACK;6;
JORDAN;DOG;TRICOLOR;17;
*SAMUEL CATSON;CAT;BLACK;6;
KALI RAIN;CAT;TORTIE;4;
A626954*BETHANY;CAT;GRAY;6;
*PRIMROSE;CAT;BLACK;1;
*GUMMY BEAR;DOG;WHITE;2;
SPOT;DOG;WHITE;2;
*DILUC;RABBIT;WHITE;1;
*SNEAKER;CAT;GRAY TABBY;7;
*PAISLEE;DOG;BROWN;0;
A645822;CAT;BRN TABBY;3;
*MISSY;DOG;WHITE;13;
*SYDNEY;DOG;WHITE;6;
CARTER;DOG;WHITE;3;
BART;DOG;BUFF;13;
*OFELIA;CAT;GRAY;8;
*CHURRO;CAT;GRAY;2;
ALMOND;DOG;BROWN;12;
*WILLOW;CAT;ORG TABBY;2;
NOCHE;DOG;BLACK;12;
BUDDY;DOG;RED;8;
SCRAPPY;DOG;BLACK;3;
*FRENCH FRY;CAT;CREAM;1;
*BENSON;CAT;BLACK;5;
*PUMA THURMAN;CAT;GRAY;5;
PEANUT;DOG;BROWN;1;
A633803;CAT;WHITE;4;
CHARLIE;DOG;WHITE;7;
*MEI;DOG;WHITE;0;
*QUINN;DOG;BLACK;1;
*MASSACHUSETTS;DOG;TAN;5;
JUANY;DOG;WHITE;13;
*BATMAN;DOG;BLACK;3;
*TREBLE;CAT;BRN TABBY;5;
*TIMMY;CAT;SEAL PT;5;
*SUNNY;DOG;TAN;5;
*ALIE;CAT;BRN TABBY;5;
*DAWN;DOG;BR BRINDLE;4;
RUBY;DOG;BLACK;13;
ELOISE;CAT;CALICO;7;
NUTMEG;DOG;TAN;3;
ROSCOE;DOG;BLACK;16;
TOWNSEND;CAT;CREAM;8;
ANGEL PIE;CAT;BRN TABBY;5;
*RUPERT;GUINEA PIG;ORANGE;3;
*HUMMER;DOG;BROWN;4;
*CALIFORNIA ROLL;CAT;GRAY TABBY;0;
*JUNO;DOG;WHITE;2;
GUSTAV;CAT;ORANGE;1;
*TEQUILA;DOG;BROWN;4;
WALTER;DOG;BROWN;4;
BUTTERCUP;CAT;ORG TABBY;1;
BILLY;DOG;BLACK;3;
BENTLY;DOG;WHITE;6;
*TINSEL;CAT;GRAY TABBY;3;
*LUNA;DOG;BROWN;0;
*FREYA;CAT;CALICO;13;
DIXIE;DOG;TAN;9;
*PUMPKIN SPICE;CAT;TORTIE;4;
*DALLAS;CAT;BLACK;6;
*GRIS;CAT;GRAY TABBY;7;
*CHLOE;CAT;CALICO TAB;7;
CESAR;DOG;BLACK;5;
*KENDRICK;DOG;BLACK;4;
ROCKY;DOG;GRAY;8;
*GIRLY;DOG;WHITE;8;
ROCKY;DOG;GRAY;8;
*SGT. PEPPER;RABBIT;BLACK;7;
*PERKINS;DOG;BROWN;8;
LOUIE;DOG;BROWN;1;
*NALA;DOG;TAN;2;
*HESTU;RABBIT;WHITE;1;
SCAR;CAT;BRN TABBY;6;
*SCARLETT;DOG;TAN;5;
*HERALDO;RABBIT;TRICOLOR;1;
OLIVE;DOG;TAN;15;
*DIRECTOR RUPTURE;CAT;BRN TABBY;11;
*BACON MELT;CAT;BLACK;0;
*TACOS;CAT;BLACK;0;
*JAMMERS;DOG;RED MERLE;0;
*CARRERA;DOG;SILVER;10;
*CHRISSY;DOG;BROWN;13;
NALA;CAT;BROWN;7;
EVE;CAT;BROWN;7;
*BOOMERANG;DOG;BROWN;7;
LILO;DOG;WHITE;9;
*RUBY;DOG;BLACK;4;
TERRA;DOG;BLACK;15;
*POSSE 2;OTHER;GRAY;1;
*MAGELLAN;DOG;TAN;3;
*POSSE 1;OTHER;GRAY;1;
*TOULOUSE;CAT;GRAY TABBY;6;
*POSSE 4;OTHER;GRAY;1;
LUNA;DOG;BLACK;2;
*PUMPKIN PATCH;DOG;BLACK;1;
*FRED;CAT;BRN TABBY;2;
*NATHANIEL;DOG;TAN;1;
*MUSHROOM;CAT;GRAY;4;
OPRAH;DOG;WHITE;0;
*NOODLE;CAT;CREAM;4;
HEART;DOG;BLACK;3;
*CHARLES;DOG;BLACK;5;
*SPRING ROLL;DOG;WHITE;2;
*PRICE;CAT;BRN TABBY;6;
PANTHER;DOG;BLACK;4;
*PAW PAW;CAT;GRAY TABBY;5;
LITTLE BOY;CAT;BLACK;5;
*JUBILEE;DOG;BLACK;0;
FLASH;DOG;RED;3;
MAX;DOG;BLACK;3;
*JOHN;CAT;WHITE;2;
CREED;DOG;BLACK;6;
BLACKIE;CAT;BLACK;6;
LUCKY;DOG;CREAM;10;
*SINCLAIR;CAT;BLACK;6;
*DOUBLE BIRD;CAT;BLACK;8;
TOBY;CAT;BLACK;7;
DJ;DOG;BLACK;13;
*ORLANDO;DOG;BROWN;7;
CHLOE;DOG;BROWN;16;
*LA LA LOOPSIE;CAT;LC LYNX PT;0;
*BASIL BEAR;DOG;BLACK;1;
*BOOMER;DOG;BROWN;2;
STELLITA;CAT;BLACK;2;
*CAT STEVENS;CAT;SEAL PT;17;
*GUITAR;CAT;GRAY TABBY;4;
*HONEY;DOG;WHITE;3;
*ANGEL WING;CAT;BRN TABBY;5;
*COOKIE;DOG;BROWN;8;
ROMEO;DOG;BROWN;11;
*CURLY;DOG;BLACK;10;
BACON;DOG;TRICOLOR;8;
TANTALUS;DOG;BROWN;4;
*PUDDY;CAT;BLK TABBY;9;
*COUNTRY;CAT;BLACK;6;
*FELICIA;CAT;BLACK;6;
*PENNIE;CAT;BRN TABBY;1;
*EVIE;CAT;SEAL PT;1;
BLUE;DOG;BR BRINDLE;6;
JOJO;DOG;BLACK;7;
*BARNEY;CAT;BRN TABBY;6;
SHAGGY;DOG;BLACK;2;
*MADDIE;CAT;BRN TABBY;8;
LILLY;DOG;TRICOLOR;16;
FROSTY;CAT;CREAM;1;
*PEACH;CAT;WHITE;1;
*SCONE;CAT;GRAY TABBY;2;
*AGATHA;CAT;BLACK;0;
CHARLIE AKA CHUCK;DOG;WHITE;9;
*MOCHI;CAT;GRAY TABBY;3;
KOBE;DOG;BROWN;2;
*CHIP;DOG;WHITE;7;
*FOXTROT;RABBIT;BROWN;1;
MEOWSCLES;CAT;WHITE;3;
*COUNTRY;CAT;BLACK;6;
LOLA;DOG;TRICOLOR;6;
*BOOTSIE;CAT;CALICO;6;
CLARA;CAT;GRAY TABBY;6;
*JOSEPHINE;CAT;BRN TABBY;4;
BERNARD;DOG;TAN;2;
BENTLEY;DOG;GRAY;3;
*TWIX;CAT;BRN TABBY;1;
*ROMEO;CAT;GRAY TABBY;7;
LEO;RABBIT;TAN;4;
*PUMICE;DOG;WHITE;7;
MAMA;CAT;WHITE;8;
WILLIE;DOG;TAN;10;
NOD;DOG;TAN;9;
FRIDA;DOG;WHITE;8;
BRAVUS;DOG;WHITE;8;
*TIPPI DINK;CAT;ORG TABBY;9;
KC;DOG;TAN;14;
*GAMORA;CAT;TORTIE;4;
*STORM;CAT;CALICO DIL;4;
KENLEY;DOG;WHITE;15;
IGGY;DOG;WHITE;2;
WILLOW;CAT;CALICO TAB;19;
*EUREKA;CAT;BLACK;1;
KITTEN 2;CAT;TORTIE;5;
*CHRIS REDFIELD;CAT;GRAY;0;
*TEDDY;CAT;BLACK;9;
GRUMPUS MAXIMUS;DOG;RED;10;
REKA;DOG;YELLOW;8;
MIA LYNN;DOG;WHITE;11;
*CHARM;CAT;BRN TABBY;3;
JACK;CAT;BLUE PT;0;
DIESEL;DOG;TAN;0;
CASSIE;CAT;BLUE PT;0;
*CROQUETTE;CAT;BLACK;0;
ACORN;DOG;BLACK;13;
*CAPTAIN CARL;CAT;BLACK;0;
LADY JORDAN (LJ);DOG;TAN;9;
*GREATWHITE;CAT;WHITE;8;
*GIN;CAT;BLACK;5;
ROCKY;DOG;WHITE;26;
*ASHER;CAT;BLACK;5;
*PORTER;DOG;BLACK;1;
*TINY TIM;DOG;BLACK;9;
*SCARLETT;CAT;GRAY TABBY;3;
*LUCCIO;CAT;GRAY TABBY;2;
WATSON;DOG;GRAY;7;
*LA-AH;CAT;GRAY;2;
AT&T;CAT;BLACK;15;
ROSIE;DOG;BLACK;5;
DIVA;DOG;TAN;8;
*SERGEI;CAT;WHITE;3;
*FIGARO;CAT;BRN TABBY;8;
*CISCO;DOG;BLACK;13;
*HOUSTON;CAT;BLACK;6;
*DALLAS;CAT;BLACK;6;
ENZO;CAT;WHITE;3;
CHARLOTTE;DOG;TAN;7;
*BETTY;DOG;TAN;7;
*BEACHY;CAT;GRAY TABBY;4;
*STORMI;DOG;BLACK;2;
*ANDRE;DOG;GRAY;8;
CAVIAR;CAT;LYNX PT;9;
YOGI AKA BABA;DOG;BROWN;16;
LOLA;DOG;BLACK;3;
*HOLLY;CAT;CREAM;3;
BEAR;CAT;BRN TABBY;9;
CATMANDU;CAT;BLACK;1;
*LUCKY;CAT;BLACK;1;
A636314 *ARTHUR;CAT;BLACK;4;
*SPRINKLES;CAT;BRN TABBY;2;
MILLIE;DOG;WHITE;16;
*MILKSHAKE;CAT;GRAY;0;
*CURLY FRY;CAT;BRN TABBY;0;
STELLA;DOG;WHITE;4;
*KAREN;CAT;ORANGE;1;
JACK;DOG;BLUE;16;
LOLA;CAT;BRN TABBY;8;
*FAVA;CAT;GRAY;1;
A650407;CAT;BRN TABBY;7;
KODAX;DOG;WHITE;12;
A631483*LADY;CAT;BRN TABBY;4;
A649636;CAT;GRAY;4;
*DREAMSICLE;CAT;ORG TABBY;4;
*SUNSHINE;DOG;BROWN;10;
*GUINEVERE;DOG;TRICOLOR;1;
*SLEEPY;CAT;CREAM;1;
FRANKIE;CAT;BLACK;2;
A631557;CAT;BRN TABBY;4;
*CHIASSON;CAT;BLACK;11;
*JADE;DOG;BLACK;2;
*MILO;DOG;BLACK;4;
*JACQUES;DOG;TAN;8;
*RODRIGO;CAT;BLACK;3;
*TERRA;CAT;GRAY;1;
KERA;DOG;BR BRINDLE;5;
REEFER;DOG;TAN;6;
*CHARLIE;DOG;TAN;12;
*COCO;DOG;BROWN;8;
FIONA;DOG;TAN;2;
*AMORE;DOG;BROWN;6;
ZOE;DOG;TRICOLOR;13;
*MCRIB;CAT;CREAM;0;
*HANK;DOG;BLACK;11;
*MCBISCUIT;CAT;FLAME PT;0;
DODGER;DOG;WHITE;15;
ZIGGY;DOG;BROWN;6;
LOLA;DOG;RED;5;
LUCAS;DOG;WHITE;5;
BOOTS;DOG;WHITE;10;
*MARSHALL;DOG;BROWN;9;
*ROYAL;CAT;GRAY TABBY;0;
LISA;CAT;TORTIE;9;
*DOLLIE;CAT;TORTIE;0;
SHADOW;DOG;BLACK;12;
CASPER;DOG;BLACK;1;
SKITTLES;CAT;BRN TABBY;1;
SPOOKY;CAT;BLACK;14;
*ALFIE;CAT;WHITE;3;
*639999 GERTRUDE;CAT;BRN TABBY;6;
ROSE;DOG;RED;7;
*PEANUT;CAT;GRAY;1;
BUDDY;CAT;FLAME PT;4;
HOWARD;DOG;WHITE;15;
A630628*CANADA;CAT;BLACK;5;
PUPPAU;DOG;TAN;21;
A630627*EMM;CAT;BRN TABBY;5;
KUJO;DOG;TRICOLOR;8;
*VADER;DOG;BLACK;1;
PRINCE;CAT;ORANGE;7;
ACE;DOG;GRAY;12;
*MILES;CAT;WHITE;0;
CURLY;DOG;BLACK;9;
*AVALON;CAT;CALICO DIL;7;
SAPHIRE;CAT;LYNX PT;10;
DEYOGEE;DOG;BROWN;8;
*BEVERLY;CAT;BLACK;5;
*GRANT;DOG;BLACK;7;
JACK;CAT;BLACK;4;
GEORGIE;DOG;BROWN;4;
*COCONUT;CAT;GRAY TABBY;0;
GYPSY;CAT;BRN TABBY;7;
SKYLAR;CAT;BLACK;17;
*JASON;CAT;BLACK;7;
*CLYDE;CAT;BLACK;7;
SHADOW;DOG;BROWN;7;
HADES;DOG;TAN;13;
*SWEET ONION;CAT;BLACK;0;
FLASH;DOG;BROWN;5;
*ELEANOR;CAT;SEAL PT;0;
NOVA;DOG;TAN;4;
*DAKOTA;CAT;GRAY;3;
*RALPHIE;CAT;SLVR TABBY;2;
*BOB;CAT;BLACK;4;
*PABU;DOG;BROWN;4;
*NATE;CAT;GRAY;2;
*NATE;CAT;GRAY;2;
*SNICKERS;CAT;GRAY;2;
BABY BOY;DOG;WHITE;3;
*ALMOND JOY;CAT;GRAY;2;
ROSCOE;DOG;DAPPLE;1;
BABY BOY;DOG;WHITE;3;
*CINDERALLA;CAT;GRAY;5;
ASTER;DOG;TAN;13;
*SOOT;CAT;BLACK;4;
*PEANUTS;CAT;CALICO;0;
*BILLY;CAT;GRAY;1;
*JULES;CAT;BLACK;3;
*ANTLER;CAT;BRN TABBY;8;
*MILKSHAKE;CAT;GRAY;5;
*MRS. JINGLES;CAT;GRAY TABBY;8;
*MAYBELLINE;CAT;BRN TABBY;6;
A629328*CREAMER;CAT;FLAME PT;5;
BELLA;DOG;TAN;6;
*GRIZABELLO;CAT;BLACK;4;
*TZU-NAMI;DOG;BLACK;4;
*NIRVANA;CAT;GRAY;8;
*RUE;CAT;GRAY;2;
*EGGNOG;WILD;GRAY;1;
*AIBILEEN;DOG;BLACK;4;
ROXIS;DOG;GRAY;7;
*MAE MOBLEY;DOG;WHITE;4;
UNKNOWN;REPTILE;RED;7;
BODIE;DOG;BROWN;6;
MEEKA;CAT;GRAY TABBY;6;
ATHENA;DOG;BLACK;9;
MR BOJANGLES;CAT;BRN TABBY;0;
EME;DOG;WHITE;12;
*LIGHTFOOT;RABBIT;WHITE;1;
*DUBLIN;DOG;BLUE;2;
*PAN DULCE;DOG;BLACK;7;
OSWAD;RABBIT;TAN;6;
MITTY BASTIAN;CAT;BLACK;4;
*TACO;CAT;GRAY;1;
A629158;CAT;BRN TABBY;10;
SYDNEY;CAT;BLACK;17;
STANLEY;DOG;TAN;9;
*DARLA;CAT;BLACK;10;
A628766;CAT;GRAY;6;
BELLA;CAT;WHITE;11;
CHOCOLATE CHIP;DOG;BROWN;11;
*STORM;CAT;BLK SMOKE;6;
*CINDY LOU WHO;CAT;BRN TABBY;1;
JACK;DOG;WHITE;15;
*GIMLI;CAT;ORANGE;0;
*MOMO;CAT;BLACK;0;
*HECKLER;CAT;BRN TABBY;5;
PANCHO;DOG;BLACK;2;
ZAZZY;CAT;BLACK;5;
*CLEMENTINE;DOG;BROWN;12;
MISS SNOW;DOG;WHITE;8;
*ELLE;CAT;GRAY;6;
HAZEL;DOG;TAN;8;
*JACKIE;CAT;BLACK;3;
*PLINKO;CAT;GRAY;6;
*REYNA;CAT;CALICO;1;
*COOKIE;DOG;BROWN;6;
MORDECAI;REPTILE;BLACK;14;
*ELSA;DOG;WHITE;3;
*ARTHUR;DOG;TAN;0;
*DUFFY;CAT;TORTIE;12;
*VAUGHN;DOG;TAN;0;
*KATE;CAT;TORTIE;5;
*VLAD;DOG;BLACK;0;
*VINNY;DOG;BROWN;0;
*VALLORIA;DOG;BLACK;0;
*TRINITY;CAT;GRAY TABBY;6;
SKY;DOG;BROWN;2;
LILY;DOG;CREAM;10;
*DYMITRI;CAT;BRN TABBY;0;
*ARCHIE;CAT;ORANGE;0;
SABLE FE;DOG;BLACK;9;
NEGRA;DOG;BLACK;17;
*SARAFINA;CAT;TORTIE;1;
*ELVIS PARSLEY;RABBIT;BLACK;7;
*PEANUT;DOG;TAN;0;
KIZZY;DOG;BR BRINDLE;13;
BAMBI;DOG;BLACK;11;
*TEDDY;CAT;ORG TABBY;1;
SPIKE;DOG;TAN;10;
*ISLA;CAT;GRAY;0;
*FRIZZLE;CAT;GRAY;2;
CERYS;DOG;BLACK;8;
BANDIT;CAT;BRN TABBY;3;
ROCKY;DOG;BLACK;8;
*MULDER;DOG;BROWN;4;
RICHIE;CAT;BLACK;5;
*SCULLY;DOG;BLACK;6;
*MOONLIGHT;CAT;WHITE;1;
KODA;DOG;BLACK;3;
INDIGO;DOG;BLACK;11;
*ZAGZ;DOG;TAN;0;
DUTCHESS;DOG;WHITE;9;
HARLEY;DOG;BR BRINDLE;12;
*BELVEDERE;DOG;BROWN;3;
NOVA;DOG;FAWN;4;
*FREEZY;DOG;BROWN;4;
TOBY;DOG;TAN;5;
CHAMPION;DOG;BR BRINDLE;11;
*MUPPET;DOG;BLACK;7;
*ALANI;CAT;ORG TABBY;7;
MIDNIGHT;CAT;BLACK;5;
ROCKY;DOG;TAN;6;
LOUIEE;DOG;WHITE;15;
MOZZY;CAT;BLACK;5;
*FINLEY;DOG;BROWN;3;
LUCA;DOG;BLACK;4;
*MOJO;DOG;WHITE;10;
*LEEROY;DOG;BLACK;5;
*CARDIGAN;DOG;BLACK;8;
*GAVIN;CAT;BLACK;6;
*ROOSTER;CAT;BLACK;1;
*MAVERICK;CAT;ORANGE;1;
*PENNY;CAT;ORANGE;1;
*ROSIE;DOG;TAN;15;
KARMA;DOG;BLACK;10;
DIOR;DOG;BLACK;4;
STEVE;CAT;BLACK;1;
LOGAN;DOG;RED MERLE;3;
SHADOW;DOG;WHITE;9;
*TAMBOURINE;CAT;ORANGE;2;
ROCKY;DOG;BROWN;16;
TIKI;CAT;UNKNOWN;10;
*HONEY BUNNY P.F;CAT;BLACK;6;
*BITSY;CAT;GRAY TABBY;0;
*PHIL LAMARR MARVIN;CAT;BLACK;6;
MARCELLE;DOG;BLACK;8;
SALEM;CAT;BLACK;1;
*BISCUIT;GUINEA PIG;BLACK;1;
*BOO;DOG;WHITE;8;
A637703 *SPARKY;CAT;BRN TABBY;4;
A650169;CAT;BLACK;5;
636348*CINDY LOU WHO;CAT;CALICO;7;
*THING 33;CAT;BRN TABBY;4;
*WOLVIE;CAT;BLACK;1;
*POGO;CAT;BLACK;1;
ACES;DOG;WHITE;10;
LOLLY;RABBIT;GRAY;5;
*OTTER;CAT;GRAY TABBY;4;
*AVERY;CAT;BLACK;0;
MILA;CAT;FLAME PT;5;
*RAMONDA;CAT;BRN TABBY;5;
*ZINA;CAT;TORTIE;0;
*KNOX;DOG;BLACK;1;
*DJ;CAT;BLACK;3;
LUCAS;CAT;GRAY;11;
MONEY;DOG;BLACK;2;
*CHEDDAR;CAT;ORANGE;1;
ICHIBAN;DOG;TAN;17;
A637913*QT;CAT;WHITE;4;
*MARBLE;CAT;GRAY TABBY;6;
*SCORPIO;CAT;BLACK;5;
MURPH;DOG;BROWN;2;
*LEO;CAT;BLACK;5;
*SABINE;CAT;BLACK;2;
*CORNFLAKES;RABBIT;TAN;8;
*MAYBE;CAT;BLACK;5;
BUSTER;DOG;TAN;9;
THE COWBOY;CAT;WHITE;4;
*TOBLERONE;DOG;BLACK;1;
KAI;DOG;WHITE;7;
MARSHA;DOG;BROWN;6;
LUNA;DOG;BLACK;4;
DUCHESS;DOG;BLACK;6;
KODA;DOG;TAN;3;
YASICOV OLEG;DOG;BLACK;9;
*IBEX;CAT;BRN TABBY;6;
WRIGLEY;DOG;BLACK;14;
*KINGDOM;CAT;BRN TABBY;2;
CAIRO;DOG;CHOCOLATE;7;
*FOXY;CAT;GRAY;1;
*BIG CHEESE;DOG;BLACK;8;
NUGGET;DOG;TAN;6;
*HERBIE;DOG;TAN;5;
*VIOLET;CAT;BRN TABBY;1;
*HARVEY;DOG;TAN;5;
NORMAN;CAT;GRAY;17;
TIPTOE;DOG;BLACK;8;
*MLEM;CAT;BLACK;0;
*ZERA;CAT;BLACK;0;
*KANDY;DOG;RED;2;
*XANDER;CAT;BLACK;1;
CHOCOLITO;DOG;BLACK;11;
*RHODE ISLAND;CAT;WHITE;0;
SHADOW;DOG;BROWN;7;
POSSUM 3;OTHER;GRAY;0;
*OLYMPIA;CAT;GRAY TABBY;3;
COCO;DOG;WHITE;4;
*HAYES;CAT;BRN TABBY;8;
NINO;DOG;TRICOLOR;3;
MISSY;DOG;BROWN;2;
*BARNIBUS;DOG;BROWN;2;
*HORCHATA;DOG;WHITE;8;
MILLIE;DOG;BLACK;7;
*MARBLE;CAT;BLACK;11;
TOOTS;DOG;SEAL;7;
MILA;DOG;TAN;6;
*CALLIE;DOG;BROWN;2;
THOR;DOG;BROWN;8;
BENNY;DOG;WHITE;2;
*RILEY;DOG;BLACK;12;
*SCOUT;DOG;BLACK;2;
BOLLO;CAT;BLACK;0;
KIZZY;DOG;BR BRINDLE;13;
*LOLA;DOG;BLACK;2;
*PIDGE;CAT;GRAY;0;
*ROYER;DOG;BLACK;2;
*DAISY;DOG;WHEAT;9;
*CHARLOTTE;CAT;TORTIE DIL;3;
JOY;DOG;BR BRINDLE;9;
FREDDIE/BROWNIE;CAT;ORANGE;16;
SPANKEY;DOG;TRICOLOR;14;
*WENDY;DOG;BLACK;6;
A628307*LARRY;CAT;GRAY TABBY;14;
*MONROE;CAT;ORANGE;7;
A634590;CAT;BLACK;5;
JACK;DOG;BLACK;17;
*POLLUX;CAT;LYNX PT;9;
*JILL;CAT;BLACK;5;
MAC;DOG;BLONDE;14;
